currency,asset,strategy,profit[%],profit-market,profit/day[%],market change[%],trades/day,wins[%],best win,median wins,worst loss,median losses,avg HODL[min],candleSize,historySize,days,cur CMC rank,cur marketcap,open price,close,low,high,avg price,volatility,volume/day,cur CMC volume,overall trades/day,dataset from,to,strategy settings,note
USDT,XRP,neuralnet -0.93|0.870000000000001|0.2,4.69,-15.76,0.08,20.45,0.48,69.23,9.08,4.04,-8.22,-7.57,2643,15,10,58,3,10124437797,0.19362484,0.23322161,0.18451749,0.34653793,0.24695356,14.2,5638910,2604755443,2729,2020-01-01 02:29:00,2020-02-28 11:58:00,decay = 0.01 hodl_threshold = 0.94 learning_rate = 0.870000000000001 method = sgd min_predictions = 1000 momentum = 0.2 price_buffer_len = 100 stoploss_enabled = true stoploss_threshold = 0.92 threshold_buy = 1 threshold_sell = -0.93,primeiro
USDT,XRP,neuralnet -0.95|0.56|0.8,10.18,-10.27,0.18,20.45,0.57,62.50,9.08,4.42,-8.22,-5.98,2441,15,10,58,3,10124437797,0.19362484,0.23322161,0.18451749,0.34653793,0.24695356,14.2,5638910,2604755443,2729,2020-01-01 02:29:00,2020-02-28 11:58:00,decay = 0.01 hodl_threshold = 0.94 learning_rate = 0.56 method = sgd min_predictions = 1000 momentum = 0.8 price_buffer_len = 100 stoploss_enabled = true stoploss_threshold = 0.92 threshold_buy = 1 threshold_sell = -0.95,primeiro
USDT,XRP,neuralnet -0.95|0.900000000000001|0.2,7.54,-12.91,0.13,20.45,0.48,69.23,9.08,4.69,-8.22,-7.57,2997,15,10,58,3,10124437797,0.19362484,0.23322161,0.18451749,0.34653793,0.24695356,14.2,5638910,2604755443,2729,2020-01-01 02:29:00,2020-02-28 11:58:00,decay = 0.01 hodl_threshold = 0.94 learning_rate = 0.900000000000001 method = sgd min_predictions = 1000 momentum = 0.2 price_buffer_len = 100 stoploss_enabled = true stoploss_threshold = 0.92 threshold_buy = 1 threshold_sell = -0.95,primeiro
USDT,XRP,neuralnet -0.92|0.3|0.9,-4.06,-24.51,-0.07,20.45,0.98,60.71,7.92,2.79,-8.22,-4.01,834,15,10,58,3,10124437797,0.19362484,0.23322161,0.18451749,0.34653793,0.24695356,14.2,5638910,2604755443,2729,2020-01-01 02:29:00,2020-02-28 11:58:00,decay = 0.01 hodl_threshold = 0.94 learning_rate = 0.3 method = sgd min_predictions = 1000 momentum = 0.9 price_buffer_len = 100 stoploss_enabled = true stoploss_threshold = 0.92 threshold_buy = 1 threshold_sell = -0.92,primeiro
USDT,XRP,neuralnet -0.97|0.860000000000001|1,-70.68,-91.13,-1.22,20.45,8.60,38.96,7.74,0.57,-9.10,-0.63,168,15,10,58,3,10124437797,0.19362484,0.23322161,0.18451749,0.34653793,0.24695356,14.2,5638910,2604755443,2729,2020-01-01 02:29:00,2020-02-28 11:58:00,decay = 0.01 hodl_threshold = 0.94 learning_rate = 0.860000000000001 method = sgd min_predictions = 1000 momentum = 1 price_buffer_len = 100 stoploss_enabled = true stoploss_threshold = 0.92 threshold_buy = 1 threshold_sell = -0.97,primeiro
USDT,XRP,neuralnet -0.99|0.79|0.2,7.54,-12.91,0.13,20.45,0.48,69.23,9.08,4.69,-8.22,-7.57,2997,15,10,58,3,10124437797,0.19362484,0.23322161,0.18451749,0.34653793,0.24695356,14.2,5638910,2604755443,2729,2020-01-01 02:29:00,2020-02-28 11:58:00,decay = 0.01 hodl_threshold = 0.94 learning_rate = 0.79 method = sgd min_predictions = 1000 momentum = 0.2 price_buffer_len = 100 stoploss_enabled = true stoploss_threshold = 0.92 threshold_buy = 1 threshold_sell = -0.99,primeiro
USDT,XRP,neuralnet -0.98|0.46|0.2,3.59,-16.86,0.06,20.45,0.66,72.22,7.96,3.35,-8.61,-7.56,2064,15,10,58,3,10124437797,0.19362484,0.23322161,0.18451749,0.34653793,0.24695356,14.2,5638910,2604755443,2729,2020-01-01 02:29:00,2020-02-28 11:58:00,decay = 0.01 hodl_threshold = 0.94 learning_rate = 0.46 method = sgd min_predictions = 1000 momentum = 0.2 price_buffer_len = 100 stoploss_enabled = true stoploss_threshold = 0.92 threshold_buy = 1 threshold_sell = -0.98,primeiro
USDT,XRP,neuralnet -0.92|0.29|0.8,21.23,0.78,0.37,20.45,0.83,69.57,7.92,3.08,-8.22,-7.19,1467,15,10,58,3,10124437797,0.19362484,0.23322161,0.18451749,0.34653793,0.24695356,14.2,5638910,2604755443,2729,2020-01-01 02:29:00,2020-02-28 11:58:00,decay = 0.01 hodl_threshold = 0.94 learning_rate = 0.29 method = sgd min_predictions = 1000 momentum = 0.8 price_buffer_len = 100 stoploss_enabled = true stoploss_threshold = 0.92 threshold_buy = 1 threshold_sell = -0.92,primeiro
USDT,XRP,neuralnet -0.92|0.24|0.9,35.07,14.62,0.60,20.45,1.00,60.71,7.77,3.93,-8.22,-0.45,1459,15,10,58,3,10124437797,0.19362484,0.23322161,0.18451749,0.34653793,0.24695356,14.2,5638910,2604755443,2729,2020-01-01 02:29:00,2020-02-28 11:58:00,decay = 0.01 hodl_threshold = 0.94 learning_rate = 0.24 method = sgd min_predictions = 1000 momentum = 0.9 price_buffer_len = 100 stoploss_enabled = true stoploss_threshold = 0.92 threshold_buy = 1 threshold_sell = -0.92,primeiro
USDT,XRP,neuralnet -0.92|0.5|0.1,0.33,-20.12,0.01,20.45,0.66,72.22,7.67,3.35,-8.61,-7.56,1872,15,10,58,3,10124437797,0.19362484,0.23322161,0.18451749,0.34653793,0.24695356,14.2,5638910,2604755443,2729,2020-01-01 02:29:00,2020-02-28 11:58:00,decay = 0.01 hodl_threshold = 0.94 learning_rate = 0.5 method = sgd min_predictions = 1000 momentum = 0.1 price_buffer_len = 100 stoploss_enabled = true stoploss_threshold = 0.92 threshold_buy = 1 threshold_sell = -0.92,primeiro
